"Month","Animal","State","Count"
2012 7,"Cattle (excl. calves)","Victoria",104500
2012 8,"Cattle (excl. calves)","Victoria",105200
2012 9,"Cattle (excl. calves)","Victoria",94300
2012 10,"Cattle (excl. calves)","Victoria",120300
2012 11,"Cattle (excl. calves)","Victoria",121700
2012 12,"Cattle (excl. calves)","Victoria",108000
2013 1,"Cattle (excl. calves)","Victoria",125400
2013 2,"Cattle (excl. calves)","Victoria",130000
2013 3,"Cattle (excl. calves)","Victoria",119700
2013 4,"Cattle (excl. calves)","Victoria",120200
2013 5,"Cattle (excl. calves)","Victoria",139600
2013 6,"Cattle (excl. calves)","Victoria",122300
2013 7,"Cattle (excl. calves)","Victoria",135000
2013 8,"Cattle (excl. calves)","Victoria",145900
2013 9,"Cattle (excl. calves)","Victoria",134500
2013 10,"Cattle (excl. calves)","Victoria",155100
2013 11,"Cattle (excl. calves)","Victoria",151600
2013 12,"Cattle (excl. calves)","Victoria",125500
2014 1,"Cattle (excl. calves)","Victoria",145300
2014 2,"Cattle (excl. calves)","Victoria",153300
2014 3,"Cattle (excl. calves)","Victoria",151400
2014 4,"Cattle (excl. calves)","Victoria",142400
2014 5,"Cattle (excl. calves)","Victoria",169800
2014 6,"Cattle (excl. calves)","Victoria",141500
2014 7,"Cattle (excl. calves)","Victoria",184200
2014 8,"Cattle (excl. calves)","Victoria",167900
2014 9,"Cattle (excl. calves)","Victoria",138300
2014 10,"Cattle (excl. calves)","Victoria",184800
2014 11,"Cattle (excl. calves)","Victoria",174400
2014 12,"Cattle (excl. calves)","Victoria",145700
2015 1,"Cattle (excl. calves)","Victoria",151400
2015 2,"Cattle (excl. calves)","Victoria",170400
2015 3,"Cattle (excl. calves)","Victoria",168200
2015 4,"Cattle (excl. calves)","Victoria",144200
2015 5,"Cattle (excl. calves)","Victoria",168600
2015 6,"Cattle (excl. calves)","Victoria",141700
2015 7,"Cattle (excl. calves)","Victoria",143100
2015 8,"Cattle (excl. calves)","Victoria",131100
2015 9,"Cattle (excl. calves)","Victoria",129400
2015 10,"Cattle (excl. calves)","Victoria",154100
2015 11,"Cattle (excl. calves)","Victoria",151300
2015 12,"Cattle (excl. calves)","Victoria",124900
2016 1,"Cattle (excl. calves)","Victoria",122800
2016 2,"Cattle (excl. calves)","Victoria",139300
2016 3,"Cattle (excl. calves)","Victoria",131500
2016 4,"Cattle (excl. calves)","Victoria",127800
2016 5,"Cattle (excl. calves)","Victoria",137800
2016 6,"Cattle (excl. calves)","Victoria",107100
2016 7,"Cattle (excl. calves)","Victoria",94100
2016 8,"Cattle (excl. calves)","Victoria",106200
2016 9,"Cattle (excl. calves)","Victoria",93500
2016 10,"Cattle (excl. calves)","Victoria",95700
2016 11,"Cattle (excl. calves)","Victoria",113300
2016 12,"Cattle (excl. calves)","Victoria",100700
2017 1,"Cattle (excl. calves)","Victoria",92800
2017 2,"Cattle (excl. calves)","Victoria",105500
2017 3,"Cattle (excl. calves)","Victoria",106100
2017 4,"Cattle (excl. calves)","Victoria",87100
2017 5,"Cattle (excl. calves)","Victoria",116700
2017 6,"Cattle (excl. calves)","Victoria",109200
2017 7,"Cattle (excl. calves)","Victoria",107800
2017 8,"Cattle (excl. calves)","Victoria",119400
2017 9,"Cattle (excl. calves)","Victoria",107500
2017 10,"Cattle (excl. calves)","Victoria",115400
2017 11,"Cattle (excl. calves)","Victoria",120100
2017 12,"Cattle (excl. calves)","Victoria",109300
2018 1,"Cattle (excl. calves)","Victoria",113900
2018 2,"Cattle (excl. calves)","Victoria",129900
2018 3,"Cattle (excl. calves)","Victoria",124900
2018 4,"Cattle (excl. calves)","Victoria",123300
2018 5,"Cattle (excl. calves)","Victoria",152000
2018 6,"Cattle (excl. calves)","Victoria",125600
2018 7,"Cattle (excl. calves)","Victoria",141600
2018 8,"Cattle (excl. calves)","Victoria",149700
2018 9,"Cattle (excl. calves)","Victoria",135100
2018 10,"Cattle (excl. calves)","Victoria",150200
2018 11,"Cattle (excl. calves)","Victoria",150300
2018 12,"Cattle (excl. calves)","Victoria",128000
1972 7,"Cattle (excl. calves)","Western Australia",39500
1972 8,"Cattle (excl. calves)","Western Australia",35900
1972 9,"Cattle (excl. calves)","Western Australia",33000
1972 10,"Cattle (excl. calves)","Western Australia",37800
1972 11,"Cattle (excl. calves)","Western Australia",40700
1972 12,"Cattle (excl. calves)","Western Australia",36300
1973 1,"Cattle (excl. calves)","Western Australia",41000
1973 2,"Cattle (excl. calves)","Western Australia",39900
1973 3,"Cattle (excl. calves)","Western Australia",44000
1973 4,"Cattle (excl. calves)","Western Australia",32500
1973 5,"Cattle (excl. calves)","Western Australia",42000
1973 6,"Cattle (excl. calves)","Western Australia",40300
1973 7,"Cattle (excl. calves)","Western Australia",43300
1973 8,"Cattle (excl. calves)","Western Australia",55700
1973 9,"Cattle (excl. calves)","Western Australia",49200
1973 10,"Cattle (excl. calves)","Western Australia",49100
1973 11,"Cattle (excl. calves)","Western Australia",53100
1973 12,"Cattle (excl. calves)","Western Australia",37100
1974 1,"Cattle (excl. calves)","Western Australia",37400
1974 2,"Cattle (excl. calves)","Western Australia",34800
1974 3,"Cattle (excl. calves)","Western Australia",30100
1974 4,"Cattle (excl. calves)","Western Australia",25500
1974 5,"Cattle (excl. calves)","Western Australia",27900
1974 6,"Cattle (excl. calves)","Western Australia",34300
1974 7,"Cattle (excl. calves)","Western Australia",41900
1974 8,"Cattle (excl. calves)","Western Australia",47200
1974 9,"Cattle (excl. calves)","Western Australia",42900
1974 10,"Cattle (excl. calves)","Western Australia",55500
1974 11,"Cattle (excl. calves)","Western Australia",53000
1974 12,"Cattle (excl. calves)","Western Australia",41800
1975 1,"Cattle (excl. calves)","Western Australia",42400
1975 2,"Cattle (excl. calves)","Western Australia",40100
1975 3,"Cattle (excl. calves)","Western Australia",39600
1975 4,"Cattle (excl. calves)","Western Australia",37200
1975 5,"Cattle (excl. calves)","Western Australia",39500
1975 6,"Cattle (excl. calves)","Western Australia",44500
1975 7,"Cattle (excl. calves)","Western Australia",59100
1975 8,"Cattle (excl. calves)","Western Australia",61300
1975 9,"Cattle (excl. calves)","Western Australia",57900
1975 10,"Cattle (excl. calves)","Western Australia",63200
1975 11,"Cattle (excl. calves)","Western Australia",51400
1975 12,"Cattle (excl. calves)","Western Australia",54700
1976 1,"Cattle (excl. calves)","Western Australia",55600
1976 2,"Cattle (excl. calves)","Western Australia",62000
1976 3,"Cattle (excl. calves)","Western Australia",67400
1976 4,"Cattle (excl. calves)","Western Australia",63800
1976 5,"Cattle (excl. calves)","Western Australia",73600
1976 6,"Cattle (excl. calves)","Western Australia",75600
1976 7,"Cattle (excl. calves)","Western Australia",76500
1976 8,"Cattle (excl. calves)","Western Australia",71100
1976 9,"Cattle (excl. calves)","Western Australia",71400
1976 10,"Cattle (excl. calves)","Western Australia",70100
1976 11,"Cattle (excl. calves)","Western Australia",68200
1976 12,"Cattle (excl. calves)","Western Australia",68200
1977 1,"Cattle (excl. calves)","Western Australia",63300
1977 2,"Cattle (excl. calves)","Western Australia",69500
1977 3,"Cattle (excl. calves)","Western Australia",77700
1977 4,"Cattle (excl. calves)","Western Australia",68600
1977 5,"Cattle (excl. calves)","Western Australia",71700
1977 6,"Cattle (excl. calves)","Western Australia",68500
1977 7,"Cattle (excl. calves)","Western Australia",60200
1977 8,"Cattle (excl. calves)","Western Australia",66700
1977 9,"Cattle (excl. calves)","Western Australia",74600
1977 10,"Cattle (excl. calves)","Western Australia",71000
1977 11,"Cattle (excl. calves)","Western Australia",72700
1977 12,"Cattle (excl. calves)","Western Australia",60900
1978 1,"Cattle (excl. calves)","Western Australia",60100
1978 2,"Cattle (excl. calves)","Western Australia",64400
1978 3,"Cattle (excl. calves)","Western Australia",62400
1978 4,"Cattle (excl. calves)","Western Australia",57400
1978 5,"Cattle (excl. calves)","Western Australia",66200
1978 6,"Cattle (excl. calves)","Western Australia",60900
1978 7,"Cattle (excl. calves)","Western Australia",59600
1978 8,"Cattle (excl. calves)","Western Australia",65000
1978 9,"Cattle (excl. calves)","Western Australia",69800
1978 10,"Cattle (excl. calves)","Western Australia",73400
1978 11,"Cattle (excl. calves)","Western Australia",63900
1978 12,"Cattle (excl. calves)","Western Australia",53600
1979 1,"Cattle (excl. calves)","Western Australia",57600
1979 2,"Cattle (excl. calves)","Western Australia",59000
1979 3,"Cattle (excl. calves)","Western Australia",52800
1979 4,"Cattle (excl. calves)","Western Australia",44100
1979 5,"Cattle (excl. calves)","Western Australia",51900
1979 6,"Cattle (excl. calves)","Western Australia",54900
1979 7,"Cattle (excl. calves)","Western Australia",54600
1979 8,"Cattle (excl. calves)","Western Australia",58200
1979 9,"Cattle (excl. calves)","Western Australia",58300
1979 10,"Cattle (excl. calves)","Western Australia",62400
1979 11,"Cattle (excl. calves)","Western Australia",49300
1979 12,"Cattle (excl. calves)","Western Australia",38100
1980 1,"Cattle (excl. calves)","Western Australia",46600
1980 2,"Cattle (excl. calves)","Western Australia",45600
1980 3,"Cattle (excl. calves)","Western Australia",39000
1980 4,"Cattle (excl. calves)","Western Australia",32500
1980 5,"Cattle (excl. calves)","Western Australia",48600
1980 6,"Cattle (excl. calves)","Western Australia",50300
1980 7,"Cattle (excl. calves)","Western Australia",65300
1980 8,"Cattle (excl. calves)","Western Australia",62500
1980 9,"Cattle (excl. calves)","Western Australia",59500
1980 10,"Cattle (excl. calves)","Western Australia",61800
1980 11,"Cattle (excl. calves)","Western Australia",43900
1980 12,"Cattle (excl. calves)","Western Australia",45600
1981 1,"Cattle (excl. calves)","Western Australia",46700
1981 2,"Cattle (excl. calves)","Western Australia",46700
1981 3,"Cattle (excl. calves)","Western Australia",46400
1981 4,"Cattle (excl. calves)","Western Australia",42100
1981 5,"Cattle (excl. calves)","Western Australia",55200
1981 6,"Cattle (excl. calves)","Western Australia",57200
1981 7,"Cattle (excl. calves)","Western Australia",66400
1981 8,"Cattle (excl. calves)","Western Australia",47400
1981 9,"Cattle (excl. calves)","Western Australia",53800
1981 10,"Cattle (excl. calves)","Western Australia",52200
1981 11,"Cattle (excl. calves)","Western Australia",43200
1981 12,"Cattle (excl. calves)","Western Australia",51800
1982 1,"Cattle (excl. calves)","Western Australia",53100
1982 2,"Cattle (excl. calves)","Western Australia",52800
1982 3,"Cattle (excl. calves)","Western Australia",54700
1982 4,"Cattle (excl. calves)","Western Australia",47000
1982 5,"Cattle (excl. calves)","Western Australia",55000
1982 6,"Cattle (excl. calves)","Western Australia",59100
1982 7,"Cattle (excl. calves)","Western Australia",68700
1982 8,"Cattle (excl. calves)","Western Australia",61000
1982 9,"Cattle (excl. calves)","Western Australia",65100
1982 10,"Cattle (excl. calves)","Western Australia",53200
1982 11,"Cattle (excl. calves)","Western Australia",54800
1982 12,"Cattle (excl. calves)","Western Australia",52500
1983 1,"Cattle (excl. calves)","Western Australia",45800
1983 2,"Cattle (excl. calves)","Western Australia",49200
1983 3,"Cattle (excl. calves)","Western Australia",43600
1983 4,"Cattle (excl. calves)","Western Australia",34600
1983 5,"Cattle (excl. calves)","Western Australia",46100
1983 6,"Cattle (excl. calves)","Western Australia",48700
1983 7,"Cattle (excl. calves)","Western Australia",53900
1983 8,"Cattle (excl. calves)","Western Australia",58900
1983 9,"Cattle (excl. calves)","Western Australia",56100
1983 10,"Cattle (excl. calves)","Western Australia",48000
1983 11,"Cattle (excl. calves)","Western Australia",38400
1983 12,"Cattle (excl. calves)","Western Australia",35400
1984 1,"Cattle (excl. calves)","Western Australia",34200
1984 2,"Cattle (excl. calves)","Western Australia",35800
1984 3,"Cattle (excl. calves)","Western Australia",29900
1984 4,"Cattle (excl. calves)","Western Australia",25500
1984 5,"Cattle (excl. calves)","Western Australia",33400
1984 6,"Cattle (excl. calves)","Western Australia",46900
1984 7,"Cattle (excl. calves)","Western Australia",51900
1984 8,"Cattle (excl. calves)","Western Australia",54400
1984 9,"Cattle (excl. calves)","Western Australia",44600
1984 10,"Cattle (excl. calves)","Western Australia",44700
1984 11,"Cattle (excl. calves)","Western Australia",37900
1984 12,"Cattle (excl. calves)","Western Australia",32800
1985 1,"Cattle (excl. calves)","Western Australia",37400
1985 2,"Cattle (excl. calves)","Western Australia",34100
1985 3,"Cattle (excl. calves)","Western Australia",35700
1985 4,"Cattle (excl. calves)","Western Australia",29800
1985 5,"Cattle (excl. calves)","Western Australia",48400
1985 6,"Cattle (excl. calves)","Western Australia",46100
1985 7,"Cattle (excl. calves)","Western Australia",50300
1985 8,"Cattle (excl. calves)","Western Australia",46600
1985 9,"Cattle (excl. calves)","Western Australia",39900
1985 10,"Cattle (excl. calves)","Western Australia",41700
1985 11,"Cattle (excl. calves)","Western Australia",34200
1985 12,"Cattle (excl. calves)","Western Australia",34100
1986 1,"Cattle (excl. calves)","Western Australia",33900
1986 2,"Cattle (excl. calves)","Western Australia",31900
1986 3,"Cattle (excl. calves)","Western Australia",27500
1986 4,"Cattle (excl. calves)","Western Australia",28000
1986 5,"Cattle (excl. calves)","Western Australia",42800
1986 6,"Cattle (excl. calves)","Western Australia",37600
1986 7,"Cattle (excl. calves)","Western Australia",38600
1986 8,"Cattle (excl. calves)","Western Australia",39600
1986 9,"Cattle (excl. calves)","Western Australia",43900
1986 10,"Cattle (excl. calves)","Western Australia",48200
1986 11,"Cattle (excl. calves)","Western Australia",37400
1986 12,"Cattle (excl. calves)","Western Australia",37900
1987 1,"Cattle (excl. calves)","Western Australia",37600
1987 2,"Cattle (excl. calves)","Western Australia",37400
1987 3,"Cattle (excl. calves)","Western Australia",37700
1987 4,"Cattle (excl. calves)","Western Australia",31100
1987 5,"Cattle (excl. calves)","Western Australia",38600
1987 6,"Cattle (excl. calves)","Western Australia",41700
1987 7,"Cattle (excl. calves)","Western Australia",43100
1987 8,"Cattle (excl. calves)","Western Australia",44200
1987 9,"Cattle (excl. calves)","Western Australia",42400
1987 10,"Cattle (excl. calves)","Western Australia",47400
1987 11,"Cattle (excl. calves)","Western Australia",39400
1987 12,"Cattle (excl. calves)","Western Australia",43400
1988 1,"Cattle (excl. calves)","Western Australia",34400
1988 2,"Cattle (excl. calves)","Western Australia",42100
1988 3,"Cattle (excl. calves)","Western Australia",40300
1988 4,"Cattle (excl. calves)","Western Australia",30800
1988 5,"Cattle (excl. calves)","Western Australia",34800
1988 6,"Cattle (excl. calves)","Western Australia",39500
1988 7,"Cattle (excl. calves)","Western Australia",37100
1988 8,"Cattle (excl. calves)","Western Australia",46900
1988 9,"Cattle (excl. calves)","Western Australia",41300
1988 10,"Cattle (excl. calves)","Western Australia",37800
1988 11,"Cattle (excl. calves)","Western Australia",40300
1988 12,"Cattle (excl. calves)","Western Australia",36000
1989 1,"Cattle (excl. calves)","Western Australia",33800
1989 2,"Cattle (excl. calves)","Western Australia",33800
1989 3,"Cattle (excl. calves)","Western Australia",33000
1989 4,"Cattle (excl. calves)","Western Australia",27400
1989 5,"Cattle (excl. calves)","Western Australia",40000
1989 6,"Cattle (excl. calves)","Western Australia",39400
1989 7,"Cattle (excl. calves)","Western Australia",42800
1989 8,"Cattle (excl. calves)","Western Australia",46600
1989 9,"Cattle (excl. calves)","Western Australia",46800
1989 10,"Cattle (excl. calves)","Western Australia",45400
1989 11,"Cattle (excl. calves)","Western Australia",44600
1989 12,"Cattle (excl. calves)","Western Australia",41200
1990 1,"Cattle (excl. calves)","Western Australia",43400
1990 2,"Cattle (excl. calves)","Western Australia",39700
1990 3,"Cattle (excl. calves)","Western Australia",33500
1990 4,"Cattle (excl. calves)","Western Australia",25600
1990 5,"Cattle (excl. calves)","Western Australia",43800
1990 6,"Cattle (excl. calves)","Western Australia",41100
1990 7,"Cattle (excl. calves)","Western Australia",41800
1990 8,"Cattle (excl. calves)","Western Australia",45000
1990 9,"Cattle (excl. calves)","Western Australia",42900
1990 10,"Cattle (excl. calves)","Western Australia",37900
1990 11,"Cattle (excl. calves)","Western Australia",38600
1990 12,"Cattle (excl. calves)","Western Australia",38000
1991 1,"Cattle (excl. calves)","Western Australia",39900
1991 2,"Cattle (excl. calves)","Western Australia",33400
1991 3,"Cattle (excl. calves)","Western Australia",32500
1991 4,"Cattle (excl. calves)","Western Australia",24700
1991 5,"Cattle (excl. calves)","Western Australia",33300
1991 6,"Cattle (excl. calves)","Western Australia",32500
1991 7,"Cattle (excl. calves)","Western Australia",36900
1991 8,"Cattle (excl. calves)","Western Australia",36600
1991 9,"Cattle (excl. calves)","Western Australia",37100
1991 10,"Cattle (excl. calves)","Western Australia",39900
1991 11,"Cattle (excl. calves)","Western Australia",36700
1991 12,"Cattle (excl. calves)","Western Australia",39700
1992 1,"Cattle (excl. calves)","Western Australia",34700
1992 2,"Cattle (excl. calves)","Western Australia",36700
1992 3,"Cattle (excl. calves)","Western Australia",34600
1992 4,"Cattle (excl. calves)","Western Australia",22700
1992 5,"Cattle (excl. calves)","Western Australia",32600
1992 6,"Cattle (excl. calves)","Western Australia",35700
1992 7,"Cattle (excl. calves)","Western Australia",37900
1992 8,"Cattle (excl. calves)","Western Australia",38500
1992 9,"Cattle (excl. calves)","Western Australia",43900
1992 10,"Cattle (excl. calves)","Western Australia",40300
1992 11,"Cattle (excl. calves)","Western Australia",42700
1992 12,"Cattle (excl. calves)","Western Australia",43400
1993 1,"Cattle (excl. calves)","Western Australia",42100
1993 2,"Cattle (excl. calves)","Western Australia",38600
1993 3,"Cattle (excl. calves)","Western Australia",39500
1993 4,"Cattle (excl. calves)","Western Australia",26600
1993 5,"Cattle (excl. calves)","Western Australia",25800
1993 6,"Cattle (excl. calves)","Western Australia",33000
1993 7,"Cattle (excl. calves)","Western Australia",37200
1993 8,"Cattle (excl. calves)","Western Australia",34100
1993 9,"Cattle (excl. calves)","Western Australia",46000
1993 10,"Cattle (excl. calves)","Western Australia",41100
1993 11,"Cattle (excl. calves)","Western Australia",39800
1993 12,"Cattle (excl. calves)","Western Australia",42700
1994 1,"Cattle (excl. calves)","Western Australia",33400
1994 2,"Cattle (excl. calves)","Western Australia",38200
1994 3,"Cattle (excl. calves)","Western Australia",37600
1994 4,"Cattle (excl. calves)","Western Australia",26700
1994 5,"Cattle (excl. calves)","Western Australia",31000
1994 6,"Cattle (excl. calves)","Western Australia",31000
1994 7,"Cattle (excl. calves)","Western Australia",28100
1994 8,"Cattle (excl. calves)","Western Australia",34000
1994 9,"Cattle (excl. calves)","Western Australia",37900
1994 10,"Cattle (excl. calves)","Western Australia",37900
1994 11,"Cattle (excl. calves)","Western Australia",45900
1994 12,"Cattle (excl. calves)","Western Australia",42200
1995 1,"Cattle (excl. calves)","Western Australia",37300
1995 2,"Cattle (excl. calves)","Western Australia",36300
1995 3,"Cattle (excl. calves)","Western Australia",40600
1995 4,"Cattle (excl. calves)","Western Australia",28700
1995 5,"Cattle (excl. calves)","Western Australia",32900
1995 6,"Cattle (excl. calves)","Western Australia",28600
1995 7,"Cattle (excl. calves)","Western Australia",27100
1995 8,"Cattle (excl. calves)","Western Australia",31700
1995 9,"Cattle (excl. calves)","Western Australia",32900
1995 10,"Cattle (excl. calves)","Western Australia",35700
1995 11,"Cattle (excl. calves)","Western Australia",41700
1995 12,"Cattle (excl. calves)","Western Australia",37900
1996 1,"Cattle (excl. calves)","Western Australia",36000
1996 2,"Cattle (excl. calves)","Western Australia",40500
1996 3,"Cattle (excl. calves)","Western Australia",33300
1996 4,"Cattle (excl. calves)","Western Australia",27700
1996 5,"Cattle (excl. calves)","Western Australia",29000
1996 6,"Cattle (excl. calves)","Western Australia",26400
1996 7,"Cattle (excl. calves)","Western Australia",25000
1996 8,"Cattle (excl. calves)","Western Australia",28900
1996 9,"Cattle (excl. calves)","Western Australia",33300
1996 10,"Cattle (excl. calves)","Western Australia",40100
1996 11,"Cattle (excl. calves)","Western Australia",40100
1996 12,"Cattle (excl. calves)","Western Australia",41000
1997 1,"Cattle (excl. calves)","Western Australia",41100
1997 2,"Cattle (excl. calves)","Western Australia",37600
1997 3,"Cattle (excl. calves)","Western Australia",32200
1997 4,"Cattle (excl. calves)","Western Australia",29600
1997 5,"Cattle (excl. calves)","Western Australia",30700
1997 6,"Cattle (excl. calves)","Western Australia",27600
1997 7,"Cattle (excl. calves)","Western Australia",32200
1997 8,"Cattle (excl. calves)","Western Australia",31900
1997 9,"Cattle (excl. calves)","Western Australia",36900
1997 10,"Cattle (excl. calves)","Western Australia",42600
1997 11,"Cattle (excl. calves)","Western Australia",38700
1997 12,"Cattle (excl. calves)","Western Australia",41600
1998 1,"Cattle (excl. calves)","Western Australia",44200
1998 2,"Cattle (excl. calves)","Western Australia",41600
1998 3,"Cattle (excl. calves)","Western Australia",36700
1998 4,"Cattle (excl. calves)","Western Australia",33800
1998 5,"Cattle (excl. calves)","Western Australia",34300
1998 6,"Cattle (excl. calves)","Western Australia",33600
1998 7,"Cattle (excl. calves)","Western Australia",36200
1998 8,"Cattle (excl. calves)","Western Australia",31900
1998 9,"Cattle (excl. calves)","Western Australia",37600
1998 10,"Cattle (excl. calves)","Western Australia",47700
1998 11,"Cattle (excl. calves)","Western Australia",43000
1998 12,"Cattle (excl. calves)","Western Australia",41600
1999 1,"Cattle (excl. calves)","Western Australia",38900
1999 2,"Cattle (excl. calves)","Western Australia",35300
1999 3,"Cattle (excl. calves)","Western Australia",32700
1999 4,"Cattle (excl. calves)","Western Australia",29300
1999 5,"Cattle (excl. calves)","Western Australia",31800
1999 6,"Cattle (excl. calves)","Western Australia",32800
1999 7,"Cattle (excl. calves)","Western Australia",31800
1999 8,"Cattle (excl. calves)","Western Australia",33400
1999 9,"Cattle (excl. calves)","Western Australia",31000
1999 10,"Cattle (excl. calves)","Western Australia",34500
1999 11,"Cattle (excl. calves)","Western Australia",38800
1999 12,"Cattle (excl. calves)","Western Australia",38600
2000 1,"Cattle (excl. calves)","Western Australia",34600
2000 2,"Cattle (excl. calves)","Western Australia",30600
2000 3,"Cattle (excl. calves)","Western Australia",29900
2000 4,"Cattle (excl. calves)","Western Australia",25100
2000 5,"Cattle (excl. calves)","Western Australia",32500
2000 6,"Cattle (excl. calves)","Western Australia",33000
2000 7,"Cattle (excl. calves)","Western Australia",30700
2000 8,"Cattle (excl. calves)","Western Australia",36800
2000 9,"Cattle (excl. calves)","Western Australia",33000
2000 10,"Cattle (excl. calves)","Western Australia",36400
2000 11,"Cattle (excl. calves)","Western Australia",45900
2000 12,"Cattle (excl. calves)","Western Australia",36400
2001 1,"Cattle (excl. calves)","Western Australia",34600
2001 2,"Cattle (excl. calves)","Western Australia",32100
2001 3,"Cattle (excl. calves)","Western Australia",32000
2001 4,"Cattle (excl. calves)","Western Australia",29600
2001 5,"Cattle (excl. calves)","Western Australia",37800
2001 6,"Cattle (excl. calves)","Western Australia",30400
2001 7,"Cattle (excl. calves)","Western Australia",36200
2001 8,"Cattle (excl. calves)","Western Australia",33100
2001 9,"Cattle (excl. calves)","Western Australia",23700
2001 10,"Cattle (excl. calves)","Western Australia",27600
2001 11,"Cattle (excl. calves)","Western Australia",34700
2001 12,"Cattle (excl. calves)","Western Australia",26700
2002 1,"Cattle (excl. calves)","Western Australia",33700
2002 2,"Cattle (excl. calves)","Western Australia",32400
2002 3,"Cattle (excl. calves)","Western Australia",29400
2002 4,"Cattle (excl. calves)","Western Australia",29600
2002 5,"Cattle (excl. calves)","Western Australia",34700
2002 6,"Cattle (excl. calves)","Western Australia",26600
2002 7,"Cattle (excl. calves)","Western Australia",29800
2002 8,"Cattle (excl. calves)","Western Australia",31600
2002 9,"Cattle (excl. calves)","Western Australia",34300
2002 10,"Cattle (excl. calves)","Western Australia",46100
2002 11,"Cattle (excl. calves)","Western Australia",40200
2002 12,"Cattle (excl. calves)","Western Australia",38000
2003 1,"Cattle (excl. calves)","Western Australia",44600
2003 2,"Cattle (excl. calves)","Western Australia",37700
2003 3,"Cattle (excl. calves)","Western Australia",32200
2003 4,"Cattle (excl. calves)","Western Australia",30300
2003 5,"Cattle (excl. calves)","Western Australia",35000
2003 6,"Cattle (excl. calves)","Western Australia",29600
2003 7,"Cattle (excl. calves)","Western Australia",34700
2003 8,"Cattle (excl. calves)","Western Australia",32500
2003 9,"Cattle (excl. calves)","Western Australia",34900
2003 10,"Cattle (excl. calves)","Western Australia",43400
2003 11,"Cattle (excl. calves)","Western Australia",40800
2003 12,"Cattle (excl. calves)","Western Australia",41300
2004 1,"Cattle (excl. calves)","Western Australia",40800
2004 2,"Cattle (excl. calves)","Western Australia",39000
2004 3,"Cattle (excl. calves)","Western Australia",41900
2004 4,"Cattle (excl. calves)","Western Australia",34400
2004 5,"Cattle (excl. calves)","Western Australia",40500
2004 6,"Cattle (excl. calves)","Western Australia",38500
2004 7,"Cattle (excl. calves)","Western Australia",39100
2004 8,"Cattle (excl. calves)","Western Australia",40000
2004 9,"Cattle (excl. calves)","Western Australia",42900
2004 10,"Cattle (excl. calves)","Western Australia",41000
2004 11,"Cattle (excl. calves)","Western Australia",44700
2004 12,"Cattle (excl. calves)","Western Australia",40900
2005 1,"Cattle (excl. calves)","Western Australia",39900
2005 2,"Cattle (excl. calves)","Western Australia",41300
2005 3,"Cattle (excl. calves)","Western Australia",44900
2005 4,"Cattle (excl. calves)","Western Australia",50100
2005 5,"Cattle (excl. calves)","Western Australia",53500
2005 6,"Cattle (excl. calves)","Western Australia",32200
2005 7,"Cattle (excl. calves)","Western Australia",37600
2005 8,"Cattle (excl. calves)","Western Australia",30300
2005 9,"Cattle (excl. calves)","Western Australia",38200
2005 10,"Cattle (excl. calves)","Western Australia",36700
2005 11,"Cattle (excl. calves)","Western Australia",41100
2005 12,"Cattle (excl. calves)","Western Australia",36600
2006 1,"Cattle (excl. calves)","Western Australia",36200
2006 2,"Cattle (excl. calves)","Western Australia",36400
2006 3,"Cattle (excl. calves)","Western Australia",35700
2006 4,"Cattle (excl. calves)","Western Australia",31100
2006 5,"Cattle (excl. calves)","Western Australia",39600
2006 6,"Cattle (excl. calves)","Western Australia",34400
2006 7,"Cattle (excl. calves)","Western Australia",31500
2006 8,"Cattle (excl. calves)","Western Australia",40500
2006 9,"Cattle (excl. calves)","Western Australia",34300
2006 10,"Cattle (excl. calves)","Western Australia",38200
2006 11,"Cattle (excl. calves)","Western Australia",41800
2006 12,"Cattle (excl. calves)","Western Australia",35000
2007 1,"Cattle (excl. calves)","Western Australia",39200
2007 2,"Cattle (excl. calves)","Western Australia",38200
2007 3,"Cattle (excl. calves)","Western Australia",39000
2007 4,"Cattle (excl. calves)","Western Australia",34500
2007 5,"Cattle (excl. calves)","Western Australia",41400
2007 6,"Cattle (excl. calves)","Western Australia",35200
2007 7,"Cattle (excl. calves)","Western Australia",37300
2007 8,"Cattle (excl. calves)","Western Australia",38600
2007 9,"Cattle (excl. calves)","Western Australia",37500
2007 10,"Cattle (excl. calves)","Western Australia",42500
2007 11,"Cattle (excl. calves)","Western Australia",43600
2007 12,"Cattle (excl. calves)","Western Australia",38500
2008 1,"Cattle (excl. calves)","Western Australia",44600
2008 2,"Cattle (excl. calves)","Western Australia",43000
2008 3,"Cattle (excl. calves)","Western Australia",37000
2008 4,"Cattle (excl. calves)","Western Australia",40300
2008 5,"Cattle (excl. calves)","Western Australia",41800
2008 6,"Cattle (excl. calves)","Western Australia",35100
2008 7,"Cattle (excl. calves)","Western Australia",38300
2008 8,"Cattle (excl. calves)","Western Australia",39800
2008 9,"Cattle (excl. calves)","Western Australia",43100
2008 10,"Cattle (excl. calves)","Western Australia",48000
2008 11,"Cattle (excl. calves)","Western Australia",46400
2008 12,"Cattle (excl. calves)","Western Australia",44600
2009 1,"Cattle (excl. calves)","Western Australia",36300
2009 2,"Cattle (excl. calves)","Western Australia",36700
2009 3,"Cattle (excl. calves)","Western Australia",36600
2009 4,"Cattle (excl. calves)","Western Australia",34400
