"","Quarter","Region","State","Purpose","Trips"
"14398",17257,"Limestone Coast","South Australia","Visiting",40.8157004
"14399",17348,"Limestone Coast","South Australia","Visiting",41.7547238
"14400",17440,"Limestone Coast","South Australia","Visiting",60.0512578
"14401",10227,"MacDonnell","Northern Territory","Business",8.6164102
"14402",10317,"MacDonnell","Northern Territory","Business",3.3373754
"14403",10408,"MacDonnell","Northern Territory","Business",3.825849
"14404",10500,"MacDonnell","Northern Territory","Business",4.5438809
"14405",10592,"MacDonnell","Northern Territory","Business",2.972091
"14406",10682,"MacDonnell","Northern Territory","Business",5.5577379
"14407",10773,"MacDonnell","Northern Territory","Business",3.800302
"14408",10865,"MacDonnell","Northern Territory","Business",0
"14409",10957,"MacDonnell","Northern Territory","Business",0
"14410",11048,"MacDonnell","Northern Territory","Business",0.3139228
"14411",11139,"MacDonnell","Northern Territory","Business",4.1465927
"14412",11231,"MacDonnell","Northern Territory","Business",8.9868419
"14413",11323,"MacDonnell","Northern Territory","Business",22.553991
"14414",11413,"MacDonnell","Northern Territory","Business",7.1345025
"14415",11504,"MacDonnell","Northern Territory","Business",1.403735
"14416",11596,"MacDonnell","Northern Territory","Business",4.830965
"14417",11688,"MacDonnell","Northern Territory","Business",2.8269734
"14418",11778,"MacDonnell","Northern Territory","Business",2.7664884
"14419",11869,"MacDonnell","Northern Territory","Business",2.9808018
"14420",11961,"MacDonnell","Northern Territory","Business",7.1076665
"14421",12053,"MacDonnell","Northern Territory","Business",1.9428816
"14422",12143,"MacDonnell","Northern Territory","Business",4.2712361
"14423",12234,"MacDonnell","Northern Territory","Business",0
"14424",12326,"MacDonnell","Northern Territory","Business",7.6517944
"14425",12418,"MacDonnell","Northern Territory","Business",10.3462185
"14426",12509,"MacDonnell","Northern Territory","Business",1.4819024
"14427",12600,"MacDonnell","Northern Territory","Business",20.2629029
"14428",12692,"MacDonnell","Northern Territory","Business",2.5394295
"14429",12784,"MacDonnell","Northern Territory","Business",2.1682875
"14430",12874,"MacDonnell","Northern Territory","Business",4.2399977
"14431",12965,"MacDonnell","Northern Territory","Business",3.7447215
"14432",13057,"MacDonnell","Northern Territory","Business",0.5883528
"14433",13149,"MacDonnell","Northern Territory","Business",2.156701
"14434",13239,"MacDonnell","Northern Territory","Business",4.138283
"14435",13330,"MacDonnell","Northern Territory","Business",3.62543
"14436",13422,"MacDonnell","Northern Territory","Business",1.297768
"14437",13514,"MacDonnell","Northern Territory","Business",3.3569438
"14438",13604,"MacDonnell","Northern Territory","Business",5.3893365
"14439",13695,"MacDonnell","Northern Territory","Business",2.7730522
"14440",13787,"MacDonnell","Northern Territory","Business",4.6932784
"14441",13879,"MacDonnell","Northern Territory","Business",0.6056531
"14442",13970,"MacDonnell","Northern Territory","Business",11.6764047
"14443",14061,"MacDonnell","Northern Territory","Business",4.1883588
"14444",14153,"MacDonnell","Northern Territory","Business",2.3515443
"14445",14245,"MacDonnell","Northern Territory","Business",7.630568
"14446",14335,"MacDonnell","Northern Territory","Business",7.6401448
"14447",14426,"MacDonnell","Northern Territory","Business",10.9437174
"14448",14518,"MacDonnell","Northern Territory","Business",10.4402955
"14449",14610,"MacDonnell","Northern Territory","Business",1.5888744
"14450",14700,"MacDonnell","Northern Territory","Business",1.0580179
"14451",14791,"MacDonnell","Northern Territory","Business",9.9249444
"14452",14883,"MacDonnell","Northern Territory","Business",2.1736639
"14453",14975,"MacDonnell","Northern Territory","Business",3.755334
"14454",15065,"MacDonnell","Northern Territory","Business",3.3687094
"14455",15156,"MacDonnell","Northern Territory","Business",0.7178532
"14456",15248,"MacDonnell","Northern Territory","Business",9.7957374
"14457",15340,"MacDonnell","Northern Territory","Business",8.7868127
"14458",15431,"MacDonnell","Northern Territory","Business",0
"14459",15522,"MacDonnell","Northern Territory","Business",11.0730816
"14460",15614,"MacDonnell","Northern Territory","Business",14.1296382
"14461",15706,"MacDonnell","Northern Territory","Business",1.9185824
"14462",15796,"MacDonnell","Northern Territory","Business",8.2514864
"14463",15887,"MacDonnell","Northern Territory","Business",10.8368549
"14464",15979,"MacDonnell","Northern Territory","Business",8.9917166
"14465",16071,"MacDonnell","Northern Territory","Business",2.6938086
"14466",16161,"MacDonnell","Northern Territory","Business",0.4241592
"14467",16252,"MacDonnell","Northern Territory","Business",0.2129924
"14468",16344,"MacDonnell","Northern Territory","Business",8.9445295
"14469",16436,"MacDonnell","Northern Territory","Business",0.677892
"14470",16526,"MacDonnell","Northern Territory","Business",10.2471633
"14471",16617,"MacDonnell","Northern Territory","Business",2.2086697
"14472",16709,"MacDonnell","Northern Territory","Business",5.1346752
"14473",16801,"MacDonnell","Northern Territory","Business",9.3701183
"14474",16892,"MacDonnell","Northern Territory","Business",2.7104012
"14475",16983,"MacDonnell","Northern Territory","Business",7.092301
"14476",17075,"MacDonnell","Northern Territory","Business",4.5482222
"14477",17167,"MacDonnell","Northern Territory","Business",8.8133241
"14478",17257,"MacDonnell","Northern Territory","Business",16.7628002
"14479",17348,"MacDonnell","Northern Territory","Business",28.4375725
"14480",17440,"MacDonnell","Northern Territory","Business",10.1662959
"14481",10227,"MacDonnell","Northern Territory","Holiday",1.3347545
"14482",10317,"MacDonnell","Northern Territory","Holiday",0
"14483",10408,"MacDonnell","Northern Territory","Holiday",12.1587442
"14484",10500,"MacDonnell","Northern Territory","Holiday",2.0932266
"14485",10592,"MacDonnell","Northern Territory","Holiday",3.7879163
"14486",10682,"MacDonnell","Northern Territory","Holiday",15.8307497
"14487",10773,"MacDonnell","Northern Territory","Holiday",10.9415195
"14488",10865,"MacDonnell","Northern Territory","Holiday",9.0100685
"14489",10957,"MacDonnell","Northern Territory","Holiday",15.1966705
"14490",11048,"MacDonnell","Northern Territory","Holiday",9.4623406
"14491",11139,"MacDonnell","Northern Territory","Holiday",28.505388
"14492",11231,"MacDonnell","Northern Territory","Holiday",12.7556191
"14493",11323,"MacDonnell","Northern Territory","Holiday",1.2063571
"14494",11413,"MacDonnell","Northern Territory","Holiday",5.0175027
"14495",11504,"MacDonnell","Northern Territory","Holiday",14.2595222
"14496",11596,"MacDonnell","Northern Territory","Holiday",1.6846906
"14497",11688,"MacDonnell","Northern Territory","Holiday",9.9299972
"14498",11778,"MacDonnell","Northern Territory","Holiday",5.5600122
"14499",11869,"MacDonnell","Northern Territory","Holiday",12.6931879
"14500",11961,"MacDonnell","Northern Territory","Holiday",15.0773464
"14501",12053,"MacDonnell","Northern Territory","Holiday",2.8404393
"14502",12143,"MacDonnell","Northern Territory","Holiday",3.4003062
"14503",12234,"MacDonnell","Northern Territory","Holiday",13.7165667
"14504",12326,"MacDonnell","Northern Territory","Holiday",8.5880095
"14505",12418,"MacDonnell","Northern Territory","Holiday",3.4456267
"14506",12509,"MacDonnell","Northern Territory","Holiday",7.6449349
"14507",12600,"MacDonnell","Northern Territory","Holiday",17.2536022
"14508",12692,"MacDonnell","Northern Territory","Holiday",1.8090441
"14509",12784,"MacDonnell","Northern Territory","Holiday",4.2551189
"14510",12874,"MacDonnell","Northern Territory","Holiday",6.6655544
"14511",12965,"MacDonnell","Northern Territory","Holiday",17.7855776
"14512",13057,"MacDonnell","Northern Territory","Holiday",2.4763675
"14513",13149,"MacDonnell","Northern Territory","Holiday",1.980914
"14514",13239,"MacDonnell","Northern Territory","Holiday",5.804716
"14515",13330,"MacDonnell","Northern Territory","Holiday",7.795395
"14516",13422,"MacDonnell","Northern Territory","Holiday",0.610714
"14517",13514,"MacDonnell","Northern Territory","Holiday",3.7410498
"14518",13604,"MacDonnell","Northern Territory","Holiday",11.8972768
"14519",13695,"MacDonnell","Northern Territory","Holiday",11.859054
"14520",13787,"MacDonnell","Northern Territory","Holiday",1.4648903
"14521",13879,"MacDonnell","Northern Territory","Holiday",3.4647962
"14522",13970,"MacDonnell","Northern Territory","Holiday",3.4986623
"14523",14061,"MacDonnell","Northern Territory","Holiday",6.7613367
"14524",14153,"MacDonnell","Northern Territory","Holiday",2.9098351
"14525",14245,"MacDonnell","Northern Territory","Holiday",4.0232798
"14526",14335,"MacDonnell","Northern Territory","Holiday",22.9388953
"14527",14426,"MacDonnell","Northern Territory","Holiday",14.2334379
"14528",14518,"MacDonnell","Northern Territory","Holiday",9.674647
"14529",14610,"MacDonnell","Northern Territory","Holiday",3.0588619
"14530",14700,"MacDonnell","Northern Territory","Holiday",9.662093
"14531",14791,"MacDonnell","Northern Territory","Holiday",3.6581429
"14532",14883,"MacDonnell","Northern Territory","Holiday",2.4762908
"14533",14975,"MacDonnell","Northern Territory","Holiday",0.8161484
"14534",15065,"MacDonnell","Northern Territory","Holiday",1.1721103
"14535",15156,"MacDonnell","Northern Territory","Holiday",7.590199
"14536",15248,"MacDonnell","Northern Territory","Holiday",3.9701439
"14537",15340,"MacDonnell","Northern Territory","Holiday",0
"14538",15431,"MacDonnell","Northern Territory","Holiday",11.2860976
"14539",15522,"MacDonnell","Northern Territory","Holiday",3.6424834
"14540",15614,"MacDonnell","Northern Territory","Holiday",1.7302834
"14541",15706,"MacDonnell","Northern Territory","Holiday",4.9130987
"14542",15796,"MacDonnell","Northern Territory","Holiday",10.7535232
"14543",15887,"MacDonnell","Northern Territory","Holiday",13.9686282
"14544",15979,"MacDonnell","Northern Territory","Holiday",4.3633789
"14545",16071,"MacDonnell","Northern Territory","Holiday",2.6281483
"14546",16161,"MacDonnell","Northern Territory","Holiday",11.2667925
"14547",16252,"MacDonnell","Northern Territory","Holiday",20.6250462
"14548",16344,"MacDonnell","Northern Territory","Holiday",3.2322691
"14549",16436,"MacDonnell","Northern Territory","Holiday",0.60667
"14550",16526,"MacDonnell","Northern Territory","Holiday",2.58284
"14551",16617,"MacDonnell","Northern Territory","Holiday",15.298812
"14552",16709,"MacDonnell","Northern Territory","Holiday",11.9150815
"14553",16801,"MacDonnell","Northern Territory","Holiday",11.1141429
"14554",16892,"MacDonnell","Northern Territory","Holiday",5.2897847
"14555",16983,"MacDonnell","Northern Territory","Holiday",18.2376946
"14556",17075,"MacDonnell","Northern Territory","Holiday",0.7549414
"14557",17167,"MacDonnell","Northern Territory","Holiday",2.6449521
"14558",17257,"MacDonnell","Northern Territory","Holiday",16.2127625
"14559",17348,"MacDonnell","Northern Territory","Holiday",8.0745514
"14560",17440,"MacDonnell","Northern Territory","Holiday",3.7686981
"14561",10227,"MacDonnell","Northern Territory","Other",0
"14562",10317,"MacDonnell","Northern Territory","Other",0
"14563",10408,"MacDonnell","Northern Territory","Other",2.937702
"14564",10500,"MacDonnell","Northern Territory","Other",2.3895821
"14565",10592,"MacDonnell","Northern Territory","Other",0
"14566",10682,"MacDonnell","Northern Territory","Other",0
"14567",10773,"MacDonnell","Northern Territory","Other",0
"14568",10865,"MacDonnell","Northern Territory","Other",0
"14569",10957,"MacDonnell","Northern Territory","Other",0
"14570",11048,"MacDonnell","Northern Territory","Other",0
"14571",11139,"MacDonnell","Northern Territory","Other",0.6106226
"14572",11231,"MacDonnell","Northern Territory","Other",0
"14573",11323,"MacDonnell","Northern Territory","Other",0
"14574",11413,"MacDonnell","Northern Territory","Other",4.5358115
"14575",11504,"MacDonnell","Northern Territory","Other",0
"14576",11596,"MacDonnell","Northern Territory","Other",3.2325577
"14577",11688,"MacDonnell","Northern Territory","Other",0
"14578",11778,"MacDonnell","Northern Territory","Other",1.1210571
"14579",11869,"MacDonnell","Northern Territory","Other",2.32845
"14580",11961,"MacDonnell","Northern Territory","Other",2.2525306
"14581",12053,"MacDonnell","Northern Territory","Other",0
"14582",12143,"MacDonnell","Northern Territory","Other",0
"14583",12234,"MacDonnell","Northern Territory","Other",0
"14584",12326,"MacDonnell","Northern Territory","Other",0.9093378
"14585",12418,"MacDonnell","Northern Territory","Other",0
"14586",12509,"MacDonnell","Northern Territory","Other",0
"14587",12600,"MacDonnell","Northern Territory","Other",0
"14588",12692,"MacDonnell","Northern Territory","Other",0
"14589",12784,"MacDonnell","Northern Territory","Other",1.039237
"14590",12874,"MacDonnell","Northern Territory","Other",0.9544055
"14591",12965,"MacDonnell","Northern Territory","Other",4.3287406
"14592",13057,"MacDonnell","Northern Territory","Other",0
"14593",13149,"MacDonnell","Northern Territory","Other",0.291988
"14594",13239,"MacDonnell","Northern Territory","Other",0
"14595",13330,"MacDonnell","Northern Territory","Other",0
"14596",13422,"MacDonnell","Northern Territory","Other",0
"14597",13514,"MacDonnell","Northern Territory","Other",0
"14598",13604,"MacDonnell","Northern Territory","Other",0
"14599",13695,"MacDonnell","Northern Territory","Other",0
"14600",13787,"MacDonnell","Northern Territory","Other",0
"14601",13879,"MacDonnell","Northern Territory","Other",0
"14602",13970,"MacDonnell","Northern Territory","Other",0
"14603",14061,"MacDonnell","Northern Territory","Other",0.4532365
"14604",14153,"MacDonnell","Northern Territory","Other",0
"14605",14245,"MacDonnell","Northern Territory","Other",0
"14606",14335,"MacDonnell","Northern Territory","Other",0.9901836
"14607",14426,"MacDonnell","Northern Territory","Other",1.4844906
"14608",14518,"MacDonnell","Northern Territory","Other",0
"14609",14610,"MacDonnell","Northern Territory","Other",0
"14610",14700,"MacDonnell","Northern Territory","Other",2.1794253
"14611",14791,"MacDonnell","Northern Territory","Other",0
"14612",14883,"MacDonnell","Northern Territory","Other",0
"14613",14975,"MacDonnell","Northern Territory","Other",0
"14614",15065,"MacDonnell","Northern Territory","Other",0.8294597
"14615",15156,"MacDonnell","Northern Territory","Other",0
"14616",15248,"MacDonnell","Northern Territory","Other",0
"14617",15340,"MacDonnell","Northern Territory","Other",0
"14618",15431,"MacDonnell","Northern Territory","Other",0
"14619",15522,"MacDonnell","Northern Territory","Other",0
"14620",15614,"MacDonnell","Northern Territory","Other",0
"14621",15706,"MacDonnell","Northern Territory","Other",0
"14622",15796,"MacDonnell","Northern Territory","Other",0
"14623",15887,"MacDonnell","Northern Territory","Other",0
"14624",15979,"MacDonnell","Northern Territory","Other",0
"14625",16071,"MacDonnell","Northern Territory","Other",0
"14626",16161,"MacDonnell","Northern Territory","Other",0
"14627",16252,"MacDonnell","Northern Territory","Other",0
"14628",16344,"MacDonnell","Northern Territory","Other",0
"14629",16436,"MacDonnell","Northern Territory","Other",0
"14630",16526,"MacDonnell","Northern Territory","Other",0
"14631",16617,"MacDonnell","Northern Territory","Other",2.7818401
"14632",16709,"MacDonnell","Northern Territory","Other",0
"14633",16801,"MacDonnell","Northern Territory","Other",0
"14634",16892,"MacDonnell","Northern Territory","Other",0
"14635",16983,"MacDonnell","Northern Territory","Other",0.2696877
"14636",17075,"MacDonnell","Northern Territory","Other",0
"14637",17167,"MacDonnell","Northern Territory","Other",0
"14638",17257,"MacDonnell","Northern Territory","Other",0
"14639",17348,"MacDonnell","Northern Territory","Other",0
"14640",17440,"MacDonnell","Northern Territory","Other",0
"14641",10227,"MacDonnell","Northern Territory","Visiting",0
"14642",10317,"MacDonnell","Northern Territory","Visiting",1.3697506
"14643",10408,"MacDonnell","Northern Territory","Visiting",0.7187126
"14644",10500,"MacDonnell","Northern Territory","Visiting",4.9772689
"14645",10592,"MacDonnell","Northern Territory","Visiting",1.0493613
"14646",10682,"MacDonnell","Northern Territory","Visiting",0
"14647",10773,"MacDonnell","Northern Territory","Visiting",3.8672257
"14648",10865,"MacDonnell","Northern Territory","Visiting",0.7332403
"14649",10957,"MacDonnell","Northern Territory","Visiting",0
"14650",11048,"MacDonnell","Northern Territory","Visiting",0
"14651",11139,"MacDonnell","Northern Territory","Visiting",0
"14652",11231,"MacDonnell","Northern Territory","Visiting",1.033948
"14653",11323,"MacDonnell","Northern Territory","Visiting",0.8042381
"14654",11413,"MacDonnell","Northern Territory","Visiting",0
"14655",11504,"MacDonnell","Northern Territory","Visiting",6.0944743
"14656",11596,"MacDonnell","Northern Territory","Visiting",0.926619
"14657",11688,"MacDonnell","Northern Territory","Visiting",0
"14658",11778,"MacDonnell","Northern Territory","Visiting",0.4733443
"14659",11869,"MacDonnell","Northern Territory","Visiting",1.6136429
"14660",11961,"MacDonnell","Northern Territory","Visiting",0
"14661",12053,"MacDonnell","Northern Territory","Visiting",0.8015968
"14662",12143,"MacDonnell","Northern Territory","Visiting",5.0200546
"14663",12234,"MacDonnell","Northern Territory","Visiting",1.9710847
"14664",12326,"MacDonnell","Northern Territory","Visiting",1.2600548
"14665",12418,"MacDonnell","Northern Territory","Visiting",0
"14666",12509,"MacDonnell","Northern Territory","Visiting",0.5495328
"14667",12600,"MacDonnell","Northern Territory","Visiting",0
"14668",12692,"MacDonnell","Northern Territory","Visiting",1.7325727
"14669",12784,"MacDonnell","Northern Territory","Visiting",0
"14670",12874,"MacDonnell","Northern Territory","Visiting",0
"14671",12965,"MacDonnell","Northern Territory","Visiting",2.5141439
"14672",13057,"MacDonnell","Northern Territory","Visiting",0.2941764
"14673",13149,"MacDonnell","Northern Territory","Visiting",2.431326
"14674",13239,"MacDonnell","Northern Territory","Visiting",4.332395
"14675",13330,"MacDonnell","Northern Territory","Visiting",0
"14676",13422,"MacDonnell","Northern Territory","Visiting",0
"14677",13514,"MacDonnell","Northern Territory","Visiting",0
"14678",13604,"MacDonnell","Northern Territory","Visiting",2.2124235
"14679",13695,"MacDonnell","Northern Territory","Visiting",5.3932599
"14680",13787,"MacDonnell","Northern Territory","Visiting",0.6895635
"14681",13879,"MacDonnell","Northern Territory","Visiting",0
"14682",13970,"MacDonnell","Northern Territory","Visiting",0.9224644
"14683",14061,"MacDonnell","Northern Territory","Visiting",0.4004937
"14684",14153,"MacDonnell","Northern Territory","Visiting",0
"14685",14245,"MacDonnell","Northern Territory","Visiting",0.2638472
"14686",14335,"MacDonnell","Northern Territory","Visiting",1.2422435
"14687",14426,"MacDonnell","Northern Territory","Visiting",0
"14688",14518,"MacDonnell","Northern Territory","Visiting",0
"14689",14610,"MacDonnell","Northern Territory","Visiting",2.974981
"14690",14700,"MacDonnell","Northern Territory","Visiting",0.9333264
"14691",14791,"MacDonnell","Northern Territory","Visiting",0
"14692",14883,"MacDonnell","Northern Territory","Visiting",0
"14693",14975,"MacDonnell","Northern Territory","Visiting",2.3618714
"14694",15065,"MacDonnell","Northern Territory","Visiting",0.743598
"14695",15156,"MacDonnell","Northern Territory","Visiting",0
"14696",15248,"MacDonnell","Northern Territory","Visiting",0
"14697",15340,"MacDonnell","Northern Territory","Visiting",2.2854438
"14698",15431,"MacDonnell","Northern Territory","Visiting",2.3235417
"14699",15522,"MacDonnell","Northern Territory","Visiting",0
"14700",15614,"MacDonnell","Northern Territory","Visiting",0
"14701",15706,"MacDonnell","Northern Territory","Visiting",0
"14702",15796,"MacDonnell","Northern Territory","Visiting",0
"14703",15887,"MacDonnell","Northern Territory","Visiting",0
"14704",15979,"MacDonnell","Northern Territory","Visiting",1.0702363
"14705",16071,"MacDonnell","Northern Territory","Visiting",3.0899402
"14706",16161,"MacDonnell","Northern Territory","Visiting",2.3469377
"14707",16252,"MacDonnell","Northern Territory","Visiting",0
"14708",16344,"MacDonnell","Northern Territory","Visiting",0
"14709",16436,"MacDonnell","Northern Territory","Visiting",2.0560835
"14710",16526,"MacDonnell","Northern Territory","Visiting",0.4731926
"14711",16617,"MacDonnell","Northern Territory","Visiting",4.9961208
"14712",16709,"MacDonnell","Northern Territory","Visiting",3.9699552
"14713",16801,"MacDonnell","Northern Territory","Visiting",0
"14714",16892,"MacDonnell","Northern Territory","Visiting",0
"14715",16983,"MacDonnell","Northern Territory","Visiting",3.9666294
"14716",17075,"MacDonnell","Northern Territory","Visiting",0
"14717",17167,"MacDonnell","Northern Territory","Visiting",0
"14718",17257,"MacDonnell","Northern Territory","Visiting",0
"14719",17348,"MacDonnell","Northern Territory","Visiting",0
"14720",17440,"MacDonnell","Northern Territory","Visiting",4.7465366
"14721",10227,"Macedon","Victoria","Business",0
"14722",10317,"Macedon","Victoria","Business",23.557083
"14723",10408,"Macedon","Victoria","Business",0
"14724",10500,"Macedon","Victoria","Business",5.0875462
"14725",10592,"Macedon","Victoria","Business",3.8407565
"14726",10682,"Macedon","Victoria","Business",2.8112045
"14727",10773,"Macedon","Victoria","Business",3.3711909
"14728",10865,"Macedon","Victoria","Business",8.2114629
"14729",10957,"Macedon","Victoria","Business",3.4973191
"14730",11048,"Macedon","Victoria","Business",0
"14731",11139,"Macedon","Victoria","Business",5.3478771
"14732",11231,"Macedon","Victoria","Business",2.1173669
"14733",11323,"Macedon","Victoria","Business",10.541855
"14734",11413,"Macedon","Victoria","Business",4.4680094
"14735",11504,"Macedon","Victoria","Business",11.997032
"14736",11596,"Macedon","Victoria","Business",12.869999
"14737",11688,"Macedon","Victoria","Business",6.5790158
"14738",11778,"Macedon","Victoria","Business",0
"14739",11869,"Macedon","Victoria","Business",0
"14740",11961,"Macedon","Victoria","Business",0
"14741",12053,"Macedon","Victoria","Business",4.5299326
"14742",12143,"Macedon","Victoria","Business",5.2486484
"14743",12234,"Macedon","Victoria","Business",0
"14744",12326,"Macedon","Victoria","Business",0.9368422
"14745",12418,"Macedon","Victoria","Business",4.9722062
"14746",12509,"Macedon","Victoria","Business",0
"14747",12600,"Macedon","Victoria","Business",7.6447093
"14748",12692,"Macedon","Victoria","Business",3.2897579
"14749",12784,"Macedon","Victoria","Business",4.8546685
"14750",12874,"Macedon","Victoria","Business",13.4160003
"14751",12965,"Macedon","Victoria","Business",5.4929931
"14752",13057,"Macedon","Victoria","Business",15.6387737
"14753",13149,"Macedon","Victoria","Business",1.352097
"14754",13239,"Macedon","Victoria","Business",6.559135
"14755",13330,"Macedon","Victoria","Business",1.652656
"14756",13422,"Macedon","Victoria","Business",0
"14757",13514,"Macedon","Victoria","Business",0
"14758",13604,"Macedon","Victoria","Business",14.2727258
"14759",13695,"Macedon","Victoria","Business",4.6499762
"14760",13787,"Macedon","Victoria","Business",10.2861783
"14761",13879,"Macedon","Victoria","Business",7.1192509
"14762",13970,"Macedon","Victoria","Business",3.9290253
"14763",14061,"Macedon","Victoria","Business",13.2885543
"14764",14153,"Macedon","Victoria","Business",2.4555039
"14765",14245,"Macedon","Victoria","Business",5.8278763
"14766",14335,"Macedon","Victoria","Business",3.1535539
"14767",14426,"Macedon","Victoria","Business",0
"14768",14518,"Macedon","Victoria","Business",0.2813011
"14769",14610,"Macedon","Victoria","Business",0
"14770",14700,"Macedon","Victoria","Business",0
"14771",14791,"Macedon","Victoria","Business",0
"14772",14883,"Macedon","Victoria","Business",19.8454112
"14773",14975,"Macedon","Victoria","Business",6.1695779
"14774",15065,"Macedon","Victoria","Business",4.4616958
"14775",15156,"Macedon","Victoria","Business",11.1042871
"14776",15248,"Macedon","Victoria","Business",4.3848328
"14777",15340,"Macedon","Victoria","Business",2.8507201
"14778",15431,"Macedon","Victoria","Business",13.5223161
"14779",15522,"Macedon","Victoria","Business",5.4785594
"14780",15614,"Macedon","Victoria","Business",4.543367
"14781",15706,"Macedon","Victoria","Business",1.234833
"14782",15796,"Macedon","Victoria","Business",13.3247904
"14783",15887,"Macedon","Victoria","Business",0
"14784",15979,"Macedon","Victoria","Business",10.6728863
"14785",16071,"Macedon","Victoria","Business",0
"14786",16161,"Macedon","Victoria","Business",0
"14787",16252,"Macedon","Victoria","Business",0
"14788",16344,"Macedon","Victoria","Business",28.4847052
"14789",16436,"Macedon","Victoria","Business",3.6466874
"14790",16526,"Macedon","Victoria","Business",10.67179
"14791",16617,"Macedon","Victoria","Business",9.1416325
"14792",16709,"Macedon","Victoria","Business",19.6202496
"14793",16801,"Macedon","Victoria","Business",2.3394812
"14794",16892,"Macedon","Victoria","Business",4.0039701
"14795",16983,"Macedon","Victoria","Business",22.9972355
"14796",17075,"Macedon","Victoria","Business",10.1783279
"14797",17167,"Macedon","Victoria","Business",7.7828364
"14798",17257,"Macedon","Victoria","Business",25.9283631
"14799",17348,"Macedon","Victoria","Business",1.2951607
"14800",17440,"Macedon","Victoria","Business",18.7454238
"14801",10227,"Macedon","Victoria","Holiday",10.4634017
"14802",10317,"Macedon","Victoria","Holiday",15.7564148
"14803",10408,"Macedon","Victoria","Holiday",0
"14804",10500,"Macedon","Victoria","Holiday",16.3162039
"14805",10592,"Macedon","Victoria","Holiday",13.6702857
"14806",10682,"Macedon","Victoria","Holiday",12.1890053
"14807",10773,"Macedon","Victoria","Holiday",11.5836336
"14808",10865,"Macedon","Victoria","Holiday",13.1058223
"14809",10957,"Macedon","Victoria","Holiday",5.832012
"14810",11048,"Macedon","Victoria","Holiday",6.3010475
"14811",11139,"Macedon","Victoria","Holiday",24.5054568
"14812",11231,"Macedon","Victoria","Holiday",8.2992511
"14813",11323,"Macedon","Victoria","Holiday",26.1406111
"14814",11413,"Macedon","Victoria","Holiday",21.3298925
"14815",11504,"Macedon","Victoria","Holiday",7.3583101
"14816",11596,"Macedon","Victoria","Holiday",17.2461905
"14817",11688,"Macedon","Victoria","Holiday",24.0337736
"14818",11778,"Macedon","Victoria","Holiday",15.0351753
"14819",11869,"Macedon","Victoria","Holiday",6.7472018
"14820",11961,"Macedon","Victoria","Holiday",14.4232599
"14821",12053,"Macedon","Victoria","Holiday",13.4026139
"14822",12143,"Macedon","Victoria","Holiday",24.8309156
"14823",12234,"Macedon","Victoria","Holiday",7.2828602
"14824",12326,"Macedon","Victoria","Holiday",26.3455809
"14825",12418,"Macedon","Victoria","Holiday",27.1191388
"14826",12509,"Macedon","Victoria","Holiday",12.4497371
"14827",12600,"Macedon","Victoria","Holiday",11.7706314
"14828",12692,"Macedon","Victoria","Holiday",7.7559521
"14829",12784,"Macedon","Victoria","Holiday",24.9247012
"14830",12874,"Macedon","Victoria","Holiday",15.1186164
"14831",12965,"Macedon","Victoria","Holiday",15.2379627
"14832",13057,"Macedon","Victoria","Holiday",12.556608
"14833",13149,"Macedon","Victoria","Holiday",15.26566
"14834",13239,"Macedon","Victoria","Holiday",19.723067
"14835",13330,"Macedon","Victoria","Holiday",3.786442
"14836",13422,"Macedon","Victoria","Holiday",4.191178
"14837",13514,"Macedon","Victoria","Holiday",7.2142886
"14838",13604,"Macedon","Victoria","Holiday",15.303868
"14839",13695,"Macedon","Victoria","Holiday",14.0057638
"14840",13787,"Macedon","Victoria","Holiday",9.0127098
"14841",13879,"Macedon","Victoria","Holiday",17.6092765
"14842",13970,"Macedon","Victoria","Holiday",15.4454524
"14843",14061,"Macedon","Victoria","Holiday",13.0760775
"14844",14153,"Macedon","Victoria","Holiday",19.7258019
"14845",14245,"Macedon","Victoria","Holiday",17.9065957
"14846",14335,"Macedon","Victoria","Holiday",4.6496855
"14847",14426,"Macedon","Victoria","Holiday",11.8175921
"14848",14518,"Macedon","Victoria","Holiday",9.9492417
"14849",14610,"Macedon","Victoria","Holiday",8.8886123
"14850",14700,"Macedon","Victoria","Holiday",15.4193498
"14851",14791,"Macedon","Victoria","Holiday",21.9653006
"14852",14883,"Macedon","Victoria","Holiday",4.8283208
"14853",14975,"Macedon","Victoria","Holiday",29.6679911
"14854",15065,"Macedon","Victoria","Holiday",12.6680458
"14855",15156,"Macedon","Victoria","Holiday",2.7110352
"14856",15248,"Macedon","Victoria","Holiday",16.0447438
"14857",15340,"Macedon","Victoria","Holiday",27.987056
"14858",15431,"Macedon","Victoria","Holiday",20.5977933
"14859",15522,"Macedon","Victoria","Holiday",9.6789063
"14860",15614,"Macedon","Victoria","Holiday",27.4703513
"14861",15706,"Macedon","Victoria","Holiday",4.2059174
"14862",15796,"Macedon","Victoria","Holiday",17.230655
"14863",15887,"Macedon","Victoria","Holiday",8.0301639
"14864",15979,"Macedon","Victoria","Holiday",16.577218
"14865",16071,"Macedon","Victoria","Holiday",14.7787019
"14866",16161,"Macedon","Victoria","Holiday",31.4719241
"14867",16252,"Macedon","Victoria","Holiday",17.7873259
"14868",16344,"Macedon","Victoria","Holiday",16.5187643
"14869",16436,"Macedon","Victoria","Holiday",32.7270908
